file_name,folder,contour_area,convexity,defect_count,edge_count,edge_ratio,green_count,green_ratio,hu_1,hu_2,hu_3,hu_4,hu_5,hu_6,hu_7,hw_ratio,lbp_1,lbp_10,lbp_2,lbp_3,lbp_4,lbp_5,lbp_6,lbp_7,lbp_8,lbp_9,rgb_hist_1,rgb_hist_10,rgb_hist_11,rgb_hist_12,rgb_hist_13,rgb_hist_14,rgb_hist_15,rgb_hist_16,rgb_hist_17,rgb_hist_18,rgb_hist_19,rgb_hist_2,rgb_hist_20,rgb_hist_21,rgb_hist_22,rgb_hist_23,rgb_hist_24,rgb_hist_3,rgb_hist_4,rgb_hist_5,rgb_hist_6,rgb_hist_7,rgb_hist_8,rgb_hist_9
wgsw_mix_wheat_0273.jpg,flowering,22907,1.3424206046054785,1,12174,0.01043724279835391,2756,0.002362825788751715,1.7744632896923254,3.5496684631318356,7.427111692001088,7.4328078880802755,14.862767728500016,9.208257790005177,18.18001983462156,29.18918918918919,0.003409636488340189,0.021664951989026047,0.012172496570644708,0.002168209876543208,0.03516117969821671,0.02838048696844991,0.1085956790123456,0.011404320987654312,0.03741340877914949,0.7396296296296291,3.343621574458666e-05,0.013157579116523266,0.032508574426174164,0.003273319685831666,0.00718707125633955,0.01245799008756876,0.04259259253740311,0.8886479735374451,0.00010545267286943272,0.014048353768885136,0.0334610752761364,0.008492798544466496,0.007170781958848238,0.0073928325437009335,0.01417781226336956,0.10847307741641998,0.8151705861091614,0.03600137308239937,0.0037011317908763885,0.007207647431641817,0.01074674166738987,0.024173526093363762,0.9096433520317078,0.00017489712627138942
wgsw_mix_wheat_0274.jpg,flowering,25528,2.136964569011105,7,11573,0.009921982167352537,3690,0.0031635802469135803,2.8393321114453576,6.055944762881222,8.543643372759592,8.757712849093833,17.410170628180992,11.800774121414031,-18.452487828852977,2.145945945945946,0.003189300411522631,0.021428326474622755,0.0119753086419753,0.002011316872427982,0.03586076817558296,0.029370713305898466,0.10937242798353901,0.011012517146776398,0.03835305212620024,0.7374262688614535,4.801097384188324e-05,0.013724279589951038,0.031802982091903687,0.0035142318811267614,0.008208162151277065,0.013114712201058865,0.043060701340436935,0.8863974809646606,0.00013460218906402588,0.014414438046514988,0.03303755074739456,0.008711419999599457,0.008521090261638165,0.0076431757770478725,0.01441100798547268,0.10738425701856613,0.8144538998603821,0.03553497791290283,0.003993484191596508,0.0082167349755764,0.011342592537403107,0.024441871792078018,0.9077109098434448,0.00017746913363225758
wgsw_mix_wheat_0275.jpg,flowering,28726,1.951386350582215,6,10529,0.009026920438957475,3951,0.003387345679012346,2.7481005442366593,5.752983448875809,8.194147937740398,8.469168492947933,16.80083800863381,11.345661516769663,-18.942663728116994,2.3846153846153846,0.002839506172839504,0.02016117969821672,0.01119684499314128,0.0017541152263374471,0.03610339506172837,0.025830761316872407,0.11170267489711926,0.010541838134430718,0.038737139917695444,0.741132544581618,6.001371730235405e-05,0.013411351479589939,0.03264317661523819,0.0035125170834362507,0.007470850367099047,0.011965878307819366,0.042491424828767776,0.888317883014679,0.00015603566134814173,0.014489883556962013,0.03372342139482498,0.00897805206477642,0.007351680193096399,0.0066838134080171585,0.01297239400446415,0.10956533253192902,0.8150574564933777,0.035737309604883194,0.004593621473759413,0.00707818940281868,0.010156035423278809,0.0232921801507473,0.9101045727729797,0.00018689986609388143
wgsw_mix_wheat_0276.jpg,flowering,22811,1.3244197005896148,1,10370,0.008890603566529492,2779,0.002382544581618656,1.773274198137763,3.5472839916293832,7.442120404933593,7.447790363348671,14.892745797281686,9.222050639707058,18.21254365074471,30.0,0.0027597736625514383,0.020496399176954717,0.011186556927297659,0.0015980795610425226,0.0352057613168724,0.02648148148148146,0.11082561728395053,0.010370370370370361,0.03798182441700957,0.7430941358024685,2.829218101396691e-05,0.013630829751491547,0.03327932208776474,0.0028103566728532314,0.005907921586185694,0.012535151094198227,0.040067728608846664,0.8916015028953552,0.00016546639380976558,0.014422154054045677,0.03372085094451904,0.009232682175934315,0.006384602282196283,0.00704046618193388,0.012908093631267548,0.10171981900930405,0.8236385583877563,0.036698389798402786,0.003132716054096818,0.005671296268701553,0.010803326033055782,0.02223508246243,0.9121982455253601,0.0001671810750849545
wgsw_mix_wheat_0277.jpg,flowering,22930,1.4587440034888792,1,12358,0.010594993141289437,5734,0.004915980795610425,1.7754188155524566,3.551585829872465,7.394816849226594,7.400405472645585,14.798016680627102,9.176777068967741,18.130135105371558,25.714285714285715,0.0029672496570644696,0.02158521947873798,0.012117626886145394,0.0018758573388203002,0.03617198216735251,0.030889917695473227,0.11278206447187919,0.010895061728395054,0.039600480109739336,0.7311145404663917,4.2866940930252895e-05,0.013515088707208633,0.03276405856013298,0.0029706789646297693,0.00788923166692257,0.01531121414154768,0.0433170422911644,0.8840466141700745,0.00015432099462486804,0.013982338830828667,0.0340646430850029,0.008401920087635517,0.008301611989736557,0.00928669422864914,0.014750514179468155,0.10892832279205322,0.8105315566062927,0.036646947264671326,0.0036977024283260107,0.00769547326490283,0.013188443146646023,0.02484053559601307,0.9054861068725586,0.00018604252545628697
wgsw_mix_wheat_0278.jpg,flowering,22948,1.363561094648771,1,12015,0.010300925925925925,4612,0.003954046639231825,1.7755204364416513,3.551787534504356,7.398648589990046,7.4041737267106456,14.805584930182853,9.180641818279652,18.146768556622575,28.42105263157895,0.002897805212620025,0.021231995884773647,0.011808984910836753,0.0018329903978052111,0.03579303840877912,0.029786522633744834,0.11151148834019195,0.010669581618655685,0.03874657064471876,0.7357210219478733,3.686557101900689e-05,0.013589677400887012,0.032286521047353745,0.0031953018624335527,0.007122770883142948,0.014714506454765797,0.04229509457945824,0.8866152167320251,0.0001671810750849545,0.01455761305987835,0.032939814031124115,0.008498799987137318,0.008255315944552422,0.00840792153030634,0.01432870328426361,0.10622856765985489,0.8151148557662964,0.03621313348412514,0.0036042523570358753,0.00753858033567667,0.012275377288460732,0.0238743145018816,0.9079586863517761,0.00018089849618263543
wgsw_mix_wheat_0279.jpg,flowering,34808,3.078401516892668,8,13608,0.011666666666666667,8654,0.007419410150891632,2.794720852302199,5.911257699305053,9.092062555302325,8.820584637095186,17.777458281534187,11.779580183046438,19.075359967380702,1.5121951219512195,0.0038177297668038376,0.02311985596707817,0.013151577503429344,0.0026045953360768156,0.03666237997256513,0.03270919067215361,0.11029835390946494,0.012031893004115217,0.03930469821673522,0.726299725651577,5.058299211668782e-05,0.013611110858619213,0.031576644629240036,0.004176954738795757,0.01358367595821619,0.014423868618905544,0.04620799049735069,0.8762379884719849,0.0001183127606054768,0.014459019526839256,0.03434070572257042,0.008325616829097271,0.012519719079136848,0.008923182263970375,0.014956275932490826,0.1190594956278801,0.7956233024597168,0.035674724727869034,0.005560699384659529,0.012656035833060741,0.012443415820598602,0.026349451392889023,0.8989394903182983,0.0001817558368202299
wgsw_mix_wheat_0280.jpg,flowering,28708,4.140204820955831,4,12829,0.010998799725651577,6343,0.005438100137174212,2.721455573201502,5.956228157813081,8.444070376059296,8.205153591283466,16.56293578227653,11.189010888301343,-16.954142663786428,1.1649484536082475,0.0037448559670781863,0.023098422496570625,0.012929526748971184,0.00232767489711934,0.03624657064471876,0.031123113854595312,0.10908950617283941,0.011884430727023311,0.038772290809327814,0.7307836076817552,5.4869684390723705e-05,0.01387174241244793,0.032650891691446304,0.003590534906834364,0.010594136081635952,0.012975823134183884,0.04380744323134422,0.8823233842849731,0.0001243141305167228,0.014759087935090065,0.03434070572257042,0.009168381802737713,0.009609910659492016,0.008205589838325977,0.01395147480070591,0.11203961074352264,0.8069692850112915,0.03625771775841713,0.004762517288327217,0.009926268830895424,0.01112740021198988,0.024340705946087837,0.904362142086029,0.00018604252545628697
wgsw_mix_wheat_0281.jpg,flowering,30853,2.6924934366188054,8,13990,0.011994170096021948,8457,0.007250514403292181,2.819628307353174,6.0652524056819415,8.597292067268269,8.66772565694736,17.3002345225615,11.710836414171693,21.19618550074745,1.8353909465020577,0.0036839849108367597,0.022733196159122067,0.012805212620027425,0.0024708504801097373,0.036652949245541806,0.03298182441700957,0.109653635116598,0.01199502743484224,0.03909636488340189,0.7279269547325097,4.115226329304278e-05,0.013587962836027145,0.03153292089700699,0.004298696760088205,0.012940672226250172,0.014880829490721226,0.044840533286333084,0.877738356590271,0.00015517832071054727,0.014798525720834732,0.033604253083467484,0.008777434937655926,0.01252486277371645,0.009275549091398716,0.014847394078969955,0.11572273820638657,0.7990714907646179,0.035148318856954575,0.005187757313251495,0.01262602861970663,0.01264231838285923,0.02601766027510166,0.8995593190193176,0.00018004115554504097
wgsw_mix_wheat_0282.jpg,flowering,34675,3.346887571916771,9,16506,0.014151234567901235,5788,0.004962277091906721,2.3275949940727894,4.721104783651789,7.345754411750724,7.421598350598075,14.805275748106247,9.782602102037039,-17.470134219161082,3.5673076923076925,0.0035382373113854565,0.025744170096021927,0.014190672153635106,0.002235939643347049,0.03922668038408776,0.038675411522633714,0.11759773662551432,0.012650891632373104,0.04282921810699585,0.7033110425240049,5.4869684390723705e-05,0.013542523607611656,0.032493140548467636,0.0032964677084237337,0.013394203968346119,0.016501199454069138,0.04623885452747345,0.8743630051612854,0.00015603566134814173,0.014504457823932171,0.03353137895464897,0.008699417114257812,0.013034122064709663,0.010699588805437088,0.016375171020627022,0.11672496795654297,0.7949742674827576,0.03615397959947586,0.004564472008496523,0.012307955883443356,0.014740226790308952,0.027095336467027664,0.8963837623596191,0.00017061042308341712
